total_sulfur_dioxide,chlorides,volatile_acidity,alcohol,style
153.0,0.033,0.22,12.7,1
107.0,0.038,0.28,11.6,1
134.0,0.034,0.38,12.3,1
194.0,0.051,0.41,8.7,1
111.0,0.042,0.18,9.4,1
168.0,0.055999999999999994,0.3,10.1,1
81.0,0.042,0.24,9.7,1
134.0,0.046,0.25,10.1,1
81.0,0.042,0.24,9.7,1
157.0,0.049,0.26,8.9,1
136.0,0.034,0.32,10.8,1
121.0,0.036000000000000004,0.28,10.8,1
136.0,0.04,0.23,9.5,1
148.0,0.059000000000000004,0.31,9.1,1
119.0,0.037000000000000005,0.2,10.9,1
152.0,0.043,0.41,9.4,1
131.0,0.03,0.45,10.8,1
131.0,0.03,0.475,10.8,1
140.0,0.051,0.27,10.5,1
152.0,0.043,0.41,9.4,1
127.0,0.034,0.29,10.8,1
115.0,0.036000000000000004,0.27,10.5,1
55.0,0.036000000000000004,0.19,11.5,1
160.0,0.18,0.3,9.4,1
106.0,0.045,0.24,10.8,1
131.0,0.03,0.45,10.8,1
131.0,0.03,0.475,10.8,1
134.0,0.052000000000000005,0.26,9.8,1
134.0,0.052000000000000005,0.26,9.8,1
158.0,0.049,0.25,9.6,1
158.0,0.049,0.25,9.6,1
161.0,0.044000000000000004,0.28,9.5,1
94.0,0.061,0.37,10.7,1
119.0,0.037000000000000005,0.36,12.4,1
95.0,0.032,0.24,11.1,1
133.0,0.047,0.23,8.8,1
133.0,0.045,0.21,8.7,1
133.0,0.045,0.21,8.7,1
133.0,0.047,0.23,8.8,1
101.0,0.037000000000000005,0.32,11.7,1
195.0,0.051,0.26,10.9,1
190.0,0.051,0.24,10.8,1
135.0,0.057,0.19,9.6,1
222.0,0.084,0.46,9.0,1
171.0,0.083,0.26,9.0,1
141.0,0.043,0.32,10.4,1
64.0,0.045,0.24,11.4,1
128.0,0.066,0.36,9.3,1
130.0,0.039,0.24,11.0,1
177.0,0.096,0.56,9.1,1
228.0,0.048,0.32,9.4,1
228.0,0.048,0.32,9.4,1
99.0,0.036000000000000004,0.31,10.5,1
144.0,0.05,0.23,8.8,1
144.0,0.05,0.23,8.8,1
131.0,0.04,0.24,10.7,1
187.0,0.045,0.29,9.5,1
150.0,0.033,0.17,10.9,1
140.0,0.027000000000000003,0.14,10.8,1
133.0,0.037000000000000005,0.17,10.8,1
148.0,0.053,0.28,9.2,1
198.0,0.046,0.35,10.3,1
197.0,0.046,0.335,10.3,1
127.0,0.047,0.235,11.0,1
189.0,0.054000000000000006,0.28,9.0,1
179.0,0.046,0.21,10.4,1
163.0,0.05,0.24,9.5,1
166.0,0.051,0.24,9.5,1
166.0,0.057999999999999996,0.26,9.0,1
151.0,0.061,0.33,9.5,1
146.0,0.05,0.105,9.0,1
190.0,0.040999999999999995,0.32,10.0,1
189.0,0.067,0.26,9.1,1
189.0,0.067,0.26,9.1,1
189.0,0.067,0.26,9.1,1
189.0,0.067,0.26,9.1,1
134.0,0.053,0.24,9.5,1
138.0,0.048,0.21,11.4,1
117.0,0.03,0.27,12.2,1
95.0,0.027999999999999997,0.27,11.3,1
136.0,0.05,0.34,10.2,1
188.0,0.052000000000000005,0.27,11.3,1
234.5,0.038,0.29,10.0,1
86.0,0.049,0.28,9.4,1
133.0,0.032,0.25,12.2,1
188.0,0.094,0.57,9.2,1
86.0,0.049,0.28,9.4,1
182.0,0.052000000000000005,0.17,9.6,1
130.0,0.055999999999999994,0.28,9.5,1
195.0,0.036000000000000004,0.22,12.5,1
182.0,0.052000000000000005,0.17,9.6,1
173.0,0.047,0.14,10.0,1
211.0,0.047,0.24,9.3,1
199.0,0.057999999999999996,0.42,9.3,1
101.0,0.038,0.28,11.6,1
150.0,0.039,0.32,12.5,1
130.0,0.038,0.31,10.6,1
206.0,0.047,0.32,9.4,1
201.0,0.055999999999999994,0.28,9.1,1
224.0,0.057,0.29,9.0,1
94.0,0.033,0.32,11.8,1
94.0,0.033,0.32,11.8,1
94.0,0.033,0.32,11.8,1
159.0,0.043,0.28,10.0,1
171.0,0.057999999999999996,0.34,9.7,1
165.0,0.052000000000000005,0.25,9.5,1
174.0,0.24,0.27,9.4,1
183.0,0.052000000000000005,0.46,11.2,1
201.0,0.051,0.36,9.0,1
114.0,0.043,0.22,10.7,1
193.0,0.29,0.67,9.0,1
222.0,0.044000000000000004,0.28,9.1,1
125.0,0.039,0.17,10.8,1
136.0,0.043,0.2,10.1,1
198.0,0.037000000000000005,0.36,9.9,1
191.0,0.036000000000000004,0.36,9.8,1
185.0,0.036000000000000004,0.37,9.8,1
225.0,0.040999999999999995,0.29,9.5,1
198.0,0.047,0.34,9.5,1
94.0,0.022000000000000002,0.19,11.1,1
204.0,0.039,0.31,9.5,1
204.0,0.039,0.31,9.5,1
204.0,0.042,0.31,9.4,1
197.0,0.042,0.4,9.7,1
135.0,0.03,0.34,13.9,1
84.0,0.042,0.38,10.1,1
110.0,0.038,0.33,10.5,1
115.0,0.037000000000000005,0.25,12.6,1
41.0,0.032,0.27,10.9,1
218.0,0.040999999999999995,0.31,10.0,1
166.0,0.046,0.18,11.2,1
130.0,0.05,0.2,10.0,1
98.0,0.044000000000000004,0.47,9.2,1
172.0,0.046,0.25,9.5,1
128.0,0.035,0.27,12.3,1
128.0,0.035,0.27,12.3,1
213.0,0.04,0.31,10.0,1
187.0,0.038,0.39,10.8,1
150.0,0.038,0.21,10.5,1
221.0,0.048,0.42,9.2,1
157.0,0.042,0.27,9.1,1
150.0,0.038,0.21,10.5,1
127.0,0.042,0.29,10.2,1
178.0,0.053,0.29,8.9,1
182.0,0.046,0.3,10.4,1
128.0,0.032,0.31,11.7,1
89.0,0.02,0.33,12.4,1
122.0,0.027999999999999997,0.3,10.9,1
136.0,0.040999999999999995,0.39,10.2,1
114.0,0.038,0.24,11.7,1
101.0,0.057,0.21,9.4,1
157.0,0.043,0.16,10.5,1
188.0,0.185,0.33,9.4,1
139.0,0.042,0.23,10.4,1
240.0,0.044000000000000004,0.25,9.5,1
49.0,0.022000000000000002,0.28,11.1,1
183.0,0.052000000000000005,0.25,9.1,1
191.0,0.04,0.38,9.2,1
129.0,0.038,0.25,9.6,1
183.0,0.052000000000000005,0.25,9.1,1
191.0,0.04,0.38,9.2,1
142.0,0.021,0.21,10.8,1
129.0,0.038,0.25,9.6,1
19.0,0.022000000000000002,0.39,12.6,1
57.0,0.031,0.2,11.0,1
136.0,0.03,0.2,10.2,1
152.0,0.034,0.26,9.4,1
160.0,0.040999999999999995,0.38,10.0,1
113.0,0.022000000000000002,0.2,12.2,1
253.0,0.033,0.21,10.5,1
177.0,0.024,0.29,11.5,1
176.0,0.049,0.18,9.8,1
175.0,0.025,0.3,11.4,1
177.0,0.024,0.29,11.5,1
167.0,0.036000000000000004,0.2,10.2,1
160.0,0.038,0.2,9.4,1
253.0,0.033,0.21,10.5,1
138.0,0.11,0.35,9.1,1
107.0,0.032,0.28,12.2,1
175.0,0.055999999999999994,0.25,9.5,1
178.0,0.051,0.22,9.3,1
136.0,0.051,0.14,9.8,1
134.0,0.047,0.13,9.8,1
176.0,0.049,0.18,9.8,1
173.0,0.05,0.2,9.8,1
247.0,0.057,0.24,8.7,1
128.0,0.039,0.44,10.2,1
168.0,0.042,0.3,9.5,1
135.0,0.05,0.27,11.0,1
238.0,0.078,0.5,9.2,1
46.0,0.027999999999999997,0.2,10.9,1
113.0,0.043,0.11,9.3,1
113.0,0.043,0.11,9.3,1
120.0,0.045,0.12,9.8,1
140.0,0.13,0.16,9.3,1
144.0,0.135,0.21,9.3,1
172.0,0.039,0.27,9.4,1
124.0,0.035,0.27,10.4,1
104.0,0.115,0.225,12.1,1
98.0,0.039,0.14,11.0,1
197.0,0.052000000000000005,0.23,9.0,1
178.0,0.053,0.22,9.5,1
145.0,0.053,0.17,8.8,1
55.0,0.042,0.395,11.2,1
213.0,0.055999999999999994,0.29,9.3,1
178.0,0.053,0.22,9.5,1
145.0,0.053,0.17,8.8,1
197.0,0.052000000000000005,0.23,9.0,1
119.0,0.039,0.3,9.3,1
117.0,0.04,0.34,9.2,1
117.0,0.04,0.34,9.2,1
116.0,0.037000000000000005,0.34,10.0,1
119.0,0.039,0.3,9.3,1
117.0,0.04,0.34,9.2,1
92.0,0.033,0.24,10.9,1
144.0,0.046,0.46,10.0,1
92.0,0.033,0.24,10.9,1
173.0,0.049,0.32,9.3,1
157.0,0.05,0.31,9.0,1
215.0,0.054000000000000006,0.42,9.2,1
153.0,0.046,0.24,9.6,1
113.0,0.040999999999999995,0.18,9.4,1
75.0,0.036000000000000004,0.18,11.1,1
161.0,0.036000000000000004,0.27,8.9,1
222.0,0.048,0.28,9.3,1
220.0,0.044000000000000004,0.39,9.3,1
165.0,0.039,0.21,9.8,1
112.0,0.032,0.32,9.8,1
161.0,0.036000000000000004,0.27,8.9,1
205.0,0.046,0.31,9.6,1
204.0,0.046,0.29,9.6,1
246.0,0.046,0.39,9.0,1
206.0,0.046,0.3,9.5,1
222.0,0.048,0.28,9.3,1
120.0,0.063,0.41,9.2,1
160.0,0.055,0.35,9.1,1
166.0,0.045,0.26,9.5,1
229.0,0.07200000000000001,0.35,10.5,1
125.0,0.04,0.3,9.0,1
77.0,0.036000000000000004,0.18,11.7,1
133.0,0.034,0.56,9.1,1
125.0,0.04,0.3,9.0,1
133.0,0.034,0.56,9.1,1
85.0,0.021,0.36,12.4,1
212.0,0.071,0.655,9.2,1
104.0,0.053,0.18,9.4,1
117.0,0.047,0.19,9.6,1
77.0,0.036000000000000004,0.18,11.7,1
167.0,0.042,0.21,9.8,1
155.0,0.046,0.25,10.2,1
139.0,0.031,0.24,12.5,1
90.0,0.044000000000000004,0.16,10.9,1
90.0,0.043,0.16,11.0,1
110.0,0.06,0.205,10.5,1
161.0,0.037000000000000005,0.17,11.5,1
108.0,0.044000000000000004,0.3,12.8,1
82.0,0.035,0.25,12.2,1
110.0,0.06,0.205,10.5,1
108.0,0.04,0.42,12.8,1
177.0,0.034,0.25,11.9,1
177.0,0.034,0.25,11.9,1
177.0,0.034,0.25,11.9,1
126.0,0.034,0.34,12.0,1
126.0,0.036000000000000004,0.33,12.0,1
169.0,0.044000000000000004,0.23,8.8,1
169.0,0.044000000000000004,0.23,8.8,1
101.0,0.036000000000000004,0.19,10.8,1
118.0,0.034,0.21,11.0,1
118.0,0.034,0.21,11.0,1
153.0,0.035,0.22,9.3,1
73.0,0.026000000000000002,0.34,10.8,1
169.0,0.044000000000000004,0.23,8.8,1
105.0,0.03,0.2,11.5,1
101.0,0.036000000000000004,0.19,10.8,1
166.0,0.042,0.38,9.4,1
117.0,0.036000000000000004,0.18,9.5,1
151.0,0.039,0.34,8.6,1
117.0,0.036000000000000004,0.18,9.5,1
116.0,0.038,0.2,10.3,1
166.0,0.042,0.38,9.4,1
169.0,0.042,0.4,9.4,1
149.0,0.038,0.22,10.0,1
166.0,0.17,0.3,9.4,1
103.0,0.03,0.27,10.4,1
182.0,0.040999999999999995,0.25,9.1,1
163.0,0.027999999999999997,0.34,9.9,1
111.0,0.028999999999999998,0.28,12.1,1
163.0,0.027999999999999997,0.33,9.9,1
117.0,0.021,0.27,12.5,1
117.0,0.036000000000000004,0.18,9.5,1
143.0,0.042,0.18,8.5,1
173.0,0.04,0.28,9.0,1
97.0,0.037000000000000005,0.24,10.1,1
159.0,0.08,0.45,9.4,1
151.0,0.039,0.34,8.6,1
125.0,0.03,0.26,10.7,1
33.0,0.037000000000000005,0.17,9.6,1
64.0,0.028999999999999998,0.15,10.1,1
141.0,0.037000000000000005,0.21,10.0,1
119.0,0.018000000000000002,0.36,12.7,1
104.0,0.11900000000000001,0.28,10.2,1
110.0,0.126,0.16,8.9,1
111.0,0.037000000000000005,0.12,11.9,1
141.0,0.037000000000000005,0.21,10.0,1
121.0,0.04,0.36,9.9,1
125.0,0.022000000000000002,0.26,11.5,1
125.0,0.022000000000000002,0.26,11.5,1
236.0,0.035,0.23,9.8,1
105.0,0.024,0.34,12.2,1
173.0,0.04,0.26,11.4,1
90.0,0.044000000000000004,0.3,11.0,1
173.0,0.04,0.26,11.4,1
90.0,0.044000000000000004,0.3,11.0,1
166.0,0.046,0.31,9.9,1
114.0,0.031,0.26,11.0,1
114.0,0.036000000000000004,0.26,9.4,1
128.0,0.037000000000000005,0.31,12.2,1
114.0,0.031,0.26,11.0,1
67.0,0.043,0.19,10.3,1
242.0,0.047,0.18,10.5,1
87.0,0.044000000000000004,0.29,10.5,1
67.0,0.039,0.26,10.9,1
242.0,0.047,0.18,10.5,1
145.0,0.052000000000000005,0.2,11.0,1
113.0,0.046,0.29,9.7,1
229.0,0.048,0.28,8.9,1
206.0,0.047,0.31,9.6,1
159.0,0.055999999999999994,0.21,8.8,1
101.0,0.047,0.19,11.1,1
72.0,0.048,0.27,10.3,1
124.0,0.036000000000000004,0.25,12.2,1
159.0,0.054000000000000006,0.23,9.8,1
217.0,0.049,0.24,8.8,1
144.0,0.04,0.33,9.9,1
143.0,0.042,0.33,9.9,1
145.0,0.040999999999999995,0.34,9.9,1
30.0,0.038,0.29,9.2,1
88.0,0.05,0.32,9.5,1
30.0,0.038,0.29,9.2,1
137.0,0.042,0.13,10.3,1
124.0,0.037000000000000005,0.3,11.0,1
107.0,0.031,0.24,11.9,1
107.0,0.04,0.18,10.2,1
144.0,0.057,0.11,9.4,1
153.0,0.036000000000000004,0.32,8.9,1
153.0,0.036000000000000004,0.32,8.9,1
215.0,0.044000000000000004,0.26,10.0,1
152.0,0.044000000000000004,0.28,10.7,1
100.0,0.047,0.27,9.8,1
80.0,0.042,0.595,9.3,1
173.0,0.057,0.25,9.5,1
179.0,0.055,0.25,10.0,1
115.0,0.044000000000000004,0.36,9.0,1
84.0,0.017,0.17,11.9,1
230.0,0.033,0.26,8.9,1
225.0,0.046,0.26,10.0,1
205.0,0.037000000000000005,0.29,9.6,1
233.0,0.039,0.28,8.9,1
230.0,0.040999999999999995,0.27,8.9,1
67.0,0.048,0.43,11.4,1
115.0,0.044000000000000004,0.36,9.0,1
244.0,0.044000000000000004,0.35,10.0,1
194.0,0.044000000000000004,0.24,9.6,1
197.0,0.034,0.34,9.7,1
212.0,0.037000000000000005,0.27,9.5,1
88.0,0.039,0.415,10.0,1
135.0,0.03,0.48,12.2,1
131.0,0.051,0.18,8.7,1
105.0,0.057999999999999996,0.15,10.2,1
205.0,0.047,0.345,9.6,1
147.0,0.039,0.16,10.0,1
57.0,0.048,0.705,9.5,1
84.0,0.034,0.25,11.5,1
134.0,0.043,0.345,9.5,1
143.0,0.035,0.22,9.8,1
99.0,0.027999999999999997,0.17,10.1,1
117.0,0.042,0.23,10.0,1
143.0,0.035,0.22,9.8,1
134.0,0.043,0.345,9.5,1
133.0,0.042,0.32,9.5,1
79.0,0.040999999999999995,0.23,10.2,1
78.0,0.039,0.2,10.2,1
174.0,0.05,0.24,9.0,1
174.0,0.05,0.24,9.0,1
101.0,0.037000000000000005,0.42,12.3,1
174.0,0.05,0.24,9.0,1
112.0,0.023,0.19,11.6,1
152.0,0.034,0.26,9.5,1
101.0,0.035,0.23,11.5,1
188.0,0.040999999999999995,0.34,9.6,1
153.0,0.039,0.22,9.0,1
93.0,0.027999999999999997,0.08,12.0,1
68.0,0.019,0.42,11.4,1
102.0,0.017,0.42,12.3,1
110.0,0.02,0.27,12.6,1
153.0,0.039,0.22,9.0,1
93.0,0.027999999999999997,0.08,12.0,1
114.0,0.046,0.13,11.7,1
111.0,0.054000000000000006,0.3,9.2,1
131.0,0.057999999999999996,0.13,10.3,1
189.0,0.05,0.14,8.6,1
155.0,0.037000000000000005,0.28,10.7,1
54.0,0.15,0.2,9.8,1
55.0,0.152,0.19,9.8,1
155.0,0.037000000000000005,0.28,10.7,1
72.0,0.027000000000000003,0.39,12.5,1
77.0,0.026000000000000002,0.36,11.9,1
149.0,0.043,0.19,10.8,1
122.0,0.05,0.41,10.5,1
161.0,0.054000000000000006,0.28,10.3,1
163.0,0.053,0.3,10.3,1
149.0,0.043,0.19,10.8,1
117.0,0.036000000000000004,0.28,12.0,1
143.0,0.04,0.16,10.2,1
69.0,0.046,0.26,10.2,1
217.0,0.049,0.25,9.9,1
62.0,0.046,0.24,10.1,1
187.0,0.04,0.18,9.5,1
154.0,0.046,0.27,10.5,1
29.0,0.046,0.26,10.4,1
152.0,0.062,0.24,9.5,1
184.0,0.055999999999999994,0.24,9.2,1
165.0,0.046,0.21,10.1,1
84.0,0.05,0.19,9.8,1
216.0,0.045,0.28,9.4,1
221.0,0.045,0.28,9.4,1
136.0,0.063,0.24,10.4,1
153.0,0.038,0.36,11.3,1
91.0,0.044000000000000004,0.18,10.8,1
153.0,0.038,0.36,11.3,1
79.0,0.052000000000000005,0.52,9.3,1
199.0,0.059000000000000004,0.22,10.3,1
146.0,0.055,0.15,10.5,1
109.0,0.043,0.16,10.3,1
173.0,0.048,0.16,11.2,1
98.0,0.057,0.16,10.3,1
210.0,0.048,0.25,9.5,1
162.0,0.064,0.16,8.9,1
113.0,0.036000000000000004,0.39,10.2,1
136.0,0.071,0.37,9.2,1
109.0,0.043,0.16,10.3,1
157.0,0.045,0.18,10.5,1
189.0,0.049,0.14,9.5,1
125.0,0.040999999999999995,0.2,11.4,1
125.0,0.040999999999999995,0.2,11.4,1
188.0,0.019,0.19,11.1,1
174.0,0.06,0.19,10.5,1
185.0,0.08800000000000001,0.34,12.0,1
123.0,0.039,0.15,9.7,1
140.0,0.042,0.14,10.2,1
60.0,0.04,0.55,9.5,1
128.0,0.052000000000000005,0.24,10.4,1
245.0,0.05,0.6,9.3,1
166.0,0.054000000000000006,0.2,10.5,1
232.0,0.047,0.34,10.0,1
234.0,0.055,0.3,10.2,1
234.0,0.055,0.3,10.2,1
227.0,0.244,0.64,9.1,1
148.0,0.04,0.17,10.2,1
75.0,0.06,0.17,10.7,1
77.0,0.044000000000000004,0.47,9.7,1
104.0,0.034,0.15,9.3,1
102.0,0.035,0.17,11.0,1
138.0,0.047,0.68,10.8,1
75.0,0.039,0.275,10.7,1
104.0,0.043,0.49,10.7,1
243.0,0.048,0.33,8.8,1
94.0,0.049,0.21,10.9,1
92.0,0.05,0.15,10.5,1
107.0,0.046,0.19,10.0,1
61.0,0.028999999999999998,0.31,10.4,1
75.0,0.038,0.4,9.2,1
116.0,0.035,0.37,12.6,1
152.0,0.048,0.24,9.0,1
123.0,0.13699999999999998,0.21,9.2,1
86.0,0.035,0.29,11.3,1
119.0,0.05,0.29,10.3,1
61.0,0.028999999999999998,0.31,10.4,1
111.0,0.049,0.26,10.0,1
111.0,0.06,0.21,10.7,1
197.0,0.09300000000000001,0.51,9.0,1
111.0,0.06,0.21,10.7,1
166.0,0.077,0.3,8.7,1
121.0,0.054000000000000006,0.26,11.6,1
185.0,0.07,0.21,9.4,1
216.0,0.079,0.26,9.5,1
202.0,0.073,0.26,9.5,1
159.0,0.07200000000000001,0.26,10.9,1
126.0,0.054000000000000006,0.22,9.7,1
172.0,0.048,0.3,9.1,1
125.0,0.037000000000000005,0.19,11.1,1
87.0,0.024,0.33,12.6,1
147.0,0.031,0.2,11.0,1
166.0,0.04,0.37,11.3,1
126.0,0.054000000000000006,0.22,9.7,1
118.0,0.036000000000000004,0.29,10.9,1
192.0,0.048,0.34,10.9,1
186.0,0.049,0.55,9.3,1
124.0,0.033,0.4,12.7,1
180.0,0.048,0.28,10.1,1
132.0,0.037000000000000005,0.26,10.0,1
197.0,0.051,0.26,9.8,1
227.0,0.046,0.34,10.1,1
118.0,0.059000000000000004,0.15,9.0,1
155.0,0.038,0.27,9.4,1
155.0,0.038,0.27,9.4,1
190.0,0.048,0.2,9.2,1
142.0,0.035,0.23,10.1,1
160.0,0.040999999999999995,0.31,8.6,1
128.0,0.027000000000000003,0.24,11.2,1
123.0,0.037000000000000005,0.24,11.2,1
190.0,0.048,0.2,9.2,1
127.0,0.034,0.17,10.6,1
213.0,0.049,0.21,9.3,1
178.0,0.048,0.21,8.9,1
156.0,0.069,0.21,10.6,1
132.0,0.038,0.17,10.6,1
183.0,0.045,0.24,8.8,1
97.0,0.033,0.24,11.0,1
139.0,0.04,0.28,10.2,1
142.0,0.035,0.23,10.1,1
120.0,0.039,0.29,10.1,1
120.0,0.025,0.29,14.0,1
155.0,0.038,0.27,9.4,1
107.0,0.027999999999999997,0.17,11.8,1
148.0,0.033,0.16,11.4,1
117.0,0.036000000000000004,0.29,10.7,1
160.0,0.040999999999999995,0.31,8.6,1
191.0,0.027999999999999997,0.32,11.5,1
128.0,0.027000000000000003,0.24,11.2,1
87.0,0.028999999999999998,0.37,12.6,1
76.0,0.024,0.29,12.6,1
151.0,0.054000000000000006,0.22,9.3,1
87.0,0.028999999999999998,0.37,12.6,1
96.0,0.04,0.18,12.1,1
177.0,0.053,0.22,9.9,1
102.0,0.047,0.18,10.7,1
26.0,0.047,0.52,10.0,1
96.0,0.047,0.15,10.4,1
64.0,0.04,0.415,10.5,1
216.0,0.037000000000000005,0.45,9.7,1
64.0,0.04,0.415,10.5,1
138.0,0.042,0.5,9.0,1
106.0,0.051,0.105,9.2,1
117.0,0.047,0.4,10.1,1
89.0,0.04,0.25,11.4,1
124.0,0.042,0.36,10.8,1
135.0,0.044000000000000004,0.23,10.9,1
182.0,0.047,0.55,9.2,1
166.0,0.038,0.115,12.9,1
99.0,0.042,0.125,12.0,1
100.0,0.047,0.1,9.5,1
117.0,0.031,0.25,11.8,1
159.0,0.048,0.2,9.1,1
128.0,0.047,0.23,9.7,1
162.0,0.043,0.39,9.1,1
114.0,0.053,0.22,10.0,1
127.0,0.042,0.41,10.4,1
161.0,0.048,0.25,9.5,1
178.0,0.027000000000000003,0.26,12.3,1
170.0,0.031,0.31,11.7,1
133.0,0.057999999999999996,0.28,9.5,1
91.0,0.034,0.31,11.5,1
57.0,0.076,0.16,10.6,1
146.0,0.052000000000000005,0.34,10.2,1
133.0,0.057999999999999996,0.28,9.5,1
131.0,0.048,0.24,10.5,1
132.0,0.047,0.25,10.5,1
223.0,0.040999999999999995,0.32,8.9,1
151.0,0.031,0.27,10.6,1
188.0,0.040999999999999995,0.34,9.5,1
111.0,0.025,0.17,10.8,1
220.0,0.038,0.25,9.5,1
219.0,0.042,0.32,8.9,1
223.0,0.040999999999999995,0.32,8.9,1
79.0,0.042,0.6,9.4,1
102.0,0.035,0.395,10.6,1
171.0,0.037000000000000005,0.16,9.0,1
172.0,0.034,0.33,10.5,1
135.0,0.054000000000000006,0.3,9.0,1
135.0,0.054000000000000006,0.3,9.0,1
189.5,0.201,0.26,9.4,1
135.0,0.054000000000000006,0.3,9.0,1
153.0,0.055,0.14,9.6,1
135.0,0.054000000000000006,0.3,9.0,1
151.0,0.043,0.25,10.2,1
189.5,0.201,0.26,9.4,1
73.0,0.057,0.23,10.4,1
129.0,0.03,0.24,10.4,1
82.0,0.039,0.45,9.5,1
113.0,0.044000000000000004,0.23,10.6,1
74.0,0.037000000000000005,0.2,11.0,1
153.0,0.055,0.14,9.6,1
115.0,0.062,0.25,9.9,1
118.0,0.03,0.61,9.6,1
119.0,0.036000000000000004,0.21,12.8,1
101.0,0.045,0.22,11.4,1
214.0,0.036000000000000004,0.26,10.0,1
173.0,0.042,0.25,9.1,1
198.0,0.039,0.32,9.4,1
189.0,0.042,0.25,10.2,1
167.0,0.036000000000000004,0.44,9.2,1
109.0,0.044000000000000004,0.2,9.4,1
118.0,0.03,0.61,9.6,1
125.0,0.028999999999999998,0.42,10.1,1
101.0,0.045,0.22,11.4,1
134.0,0.025,0.26,10.6,1
138.0,0.033,0.46,12.8,1
225.0,0.065,0.41,8.9,1
184.0,0.048,0.32,9.3,1
104.0,0.026000000000000002,0.21,11.1,1
143.0,0.037000000000000005,0.21,9.9,1
55.0,0.068,0.26,9.6,1
119.0,0.036000000000000004,0.21,12.8,1
135.0,0.024,0.25,10.7,1
107.0,0.07400000000000001,0.26,9.2,1
129.5,0.042,0.22,9.1,1
216.0,0.025,0.37,9.6,1
141.0,0.038,0.22,9.2,1
135.0,0.024,0.25,10.7,1
129.5,0.042,0.22,9.1,1
107.0,0.07400000000000001,0.26,9.2,1
93.0,0.02,0.25,10.7,1
93.0,0.027000000000000003,0.18,10.8,1
75.0,0.027999999999999997,0.17,10.8,1
192.0,0.046,0.3,9.0,1
97.0,0.049,0.33,10.7,1
97.0,0.049,0.33,10.7,1
200.0,0.047,0.33,9.4,1
171.0,0.037000000000000005,0.26,8.8,1
192.0,0.046,0.3,9.0,1
134.0,0.031,0.21,11.5,1
125.0,0.03,0.23,12.5,1
59.0,0.042,0.28,10.5,1
188.0,0.064,0.27,9.7,1
155.0,0.04,0.32,11.3,1
97.0,0.049,0.33,10.7,1
59.0,0.033,0.24,10.8,1
169.0,0.045,0.28,10.6,1
93.0,0.034,0.37,11.7,1
220.0,0.301,0.61,9.2,1
126.0,0.027000000000000003,0.26,11.1,1
93.0,0.034,0.37,11.7,1
217.5,0.044000000000000004,0.23,11.0,1
127.0,0.034,0.4,12.5,1
115.0,0.038,0.28,10.0,1
169.0,0.045,0.28,10.6,1
102.0,0.033,0.23,12.3,1
87.0,0.023,0.32,12.7,1
102.0,0.033,0.23,12.3,1
110.0,0.039,0.18,10.5,1
109.0,0.047,0.26,12.5,1
96.0,0.033,0.33,12.4,1
238.0,0.043,0.29,8.7,1
114.0,0.03,0.41,12.4,1
93.0,0.033,0.44,12.6,1
131.0,0.037000000000000005,0.39,11.0,1
155.0,0.043,0.26,10.1,1
195.0,0.036000000000000004,0.32,10.5,1
87.0,0.023,0.32,12.7,1
116.0,0.024,0.24,10.9,1
128.0,0.040999999999999995,0.44,13.5,1
164.0,0.042,0.25,9.7,1
178.0,0.040999999999999995,0.14,9.2,1
187.0,0.036000000000000004,0.18,10.6,1
141.0,0.033,0.43,13.3,1
128.0,0.040999999999999995,0.44,13.5,1
131.0,0.037000000000000005,0.26,10.1,1
233.0,0.042,0.66,9.4,1
167.0,0.055,0.2,10.6,1
80.0,0.046,0.21,11.3,1
73.0,0.045,0.18,10.8,1
195.0,0.051,0.57,10.4,1
160.0,0.034,0.26,10.5,1
150.0,0.049,0.245,9.3,1
152.0,0.047,0.245,9.3,1
165.0,0.037000000000000005,0.25,12.2,1
150.0,0.138,0.16,9.2,1
104.0,0.057,0.22,10.3,1
157.0,0.046,0.18,9.4,1
223.0,0.036000000000000004,0.17,10.2,1
212.0,0.034,0.29,9.0,1
245.0,0.036000000000000004,0.21,9.3,1
236.0,0.037000000000000005,0.23,9.2,1
156.0,0.05,0.19,9.4,1
157.0,0.046,0.18,9.4,1
223.0,0.039,0.29,9.5,1
73.0,0.036000000000000004,0.14,9.9,1
174.0,0.059000000000000004,0.31,11.1,1
116.0,0.027999999999999997,0.28,12.3,1
163.0,0.044000000000000004,0.22,8.6,1
145.0,0.04,0.31,9.4,1
190.0,0.048,0.35,9.4,1
163.0,0.044000000000000004,0.22,8.6,1
126.0,0.037000000000000005,0.5,10.9,1
162.0,0.16899999999999998,0.39,9.4,1
126.0,0.037000000000000005,0.5,10.9,1
190.0,0.048,0.35,9.4,1
132.0,0.064,0.22,9.2,1
163.0,0.044000000000000004,0.22,8.6,1
145.0,0.04,0.31,9.4,1
133.0,0.083,0.24,10.8,1
153.0,0.025,0.27,10.5,1
140.0,0.026000000000000002,0.16,12.5,1
168.0,0.027999999999999997,0.27,12.1,1
147.0,0.039,0.31,8.7,1
151.0,0.026000000000000002,0.45,12.7,1
168.0,0.027999999999999997,0.27,12.1,1
140.0,0.026000000000000002,0.16,12.5,1
147.0,0.05,0.16,11.4,1
110.0,0.032,0.21,12.9,1
109.0,0.028999999999999998,0.32,12.8,1
78.0,0.034,0.16,11.2,1
98.0,0.033,0.16,9.7,1
191.0,0.038,0.23,9.7,1
